ID	CK0-1	CK0-2	CK0-3	CK1-1	CK1-2	CK1-3	CK14-1	CK14-2	CK14-3	CK3-1	CK3-2	CK3-3	CK56-1	CK56-2	CK56-3	CK7-1	CK7-2	CK7-3	F1-1	F1-2	F1-3	F14-1	F14-2	F14-3	F3-1	F3-2	F3-3	F56-1	F56-2	F56-3	F7-1	F7-2	F7-3	T1-1	T1-2	T1-3	T14-1	T14-2	T14-3	T3-1	T3-2	T3-3	T56-1	T56-2	T56-3	T7-1	T7-2	T7-3
aminoglycoside__ant(4')-IIa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aminoglycoside__ant(4')-Ia	0	0	0	0	0	0	0	0	2.54759302272624e-05	0	0	6.78886783573587e-05	0	2.08385601982787e-05	0	0	0	0	0	0	0	0	0	0	0	0	5.16534279360772e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.17920581138663e-05	0	0	0
aminoglycoside__ant(9)-I	0	5.91906878654956e-05	0	0	0	0	7.99923672087603e-05	0	0	0	0	0	0	8.86262664799792e-05	0	0	0	0	0.000268789926276985	0.000278602835315633	0.000295623955023887	0.000282788787187614	0.000317639582922481	0.00012685409862324	0.000322337123469349	0.000266282393221817	0.000376915821593261	6.76584793427e-05	0	0.000149439601494396	0	0.00035433265700005	0.000174317739035959	0	0	0.000138695756247466	5.16478086630712e-05	5.26483492242457e-05	5.09610280462138e-05	0	0	5.28233325517107e-05	0	0	0	0	0	6.91642605846907e-05
aminoglycoside__aph(2'')-II	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000120624818958767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.98475183862903e-05	0	0	0	0
aminoglycoside__aph(2'')-III	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000140211884439894	0	0.000158414089118988	0	0	0.000300365594161918	0.000397903023019006	0.000174617110525802	0	0	0	4.14686624908419e-05	9.34079553311678e-05	0	0	0	0	0	0	2.09737564407887e-05	0	0.000492339644750368	0	0	0	0	0	0	0
aminoglycoside__aph(2'')-IV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aminoglycoside__aph(2'')-Ie	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aminoglycoside__aph(3''')-III	0	0.000142784554061503	7.21759344977268e-05	6.32808086825511e-05	0.000235410209988576	0	0	0	4.8419707389512e-05	0.000129441098102067	0	0	5.79827001789689e-05	8.12407442733143e-05	0.000139722714890738	0	0	0	0.000251419148728472	0.000889981279480494	0.000289934387852209	0.000535659506518591	0	0	0.000723769466422104	0.000127306999288935	0.00020137489777924	0.000643119663636968	6.97024212829919e-05	0.000136986301369863	0.000226814191783337	0.000464418717418422	0	0	0	0	7.18030639044671e-05	0	0.000165497292980026	0.000297980588574124	0	0	0.00011527262752574	0	0.000547445421486434	0	0	0
aminoglycoside__aph(3'')-I	6.66831531707193e-05	0	0	0.000215886596492254	0	0	0	0	2.3937832866725e-05	0.000127986703741369	0	0	0	0	0	0	6.3946637985094e-05	0.000126581170978658	0.000293188661290233	0.00052190170976421	0.00168775282195912	0.003444548222558	0.00450913946010162	0.00401040385342508	0.0541608032564487	0.0168477791087176	0.0151758686807129	0.000161773428009498	0.000190217124508012	0.000155809943848028	0.0151098638104233	0.0133219059709684	0.0090673104736434	0.000347189609394335	0.000823787090621275	0.00159674529258731	0.000330063106394226	0.000485005858455662	0.000458019303814838	0.00428999137949742	0.00520947349742858	0.00487365156877656	0	0	0	0.000901248228137148	0.00185965278610146	0.00430088815271278
aminoglycoside__aph(3'')-IV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.1015273409981e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aminoglycoside__aph(3')-I	0.000121734512971036	0.000491398672212234	0.000145625630072744	0	0.000102943775316016	0	0	0	0	0.000135068971932591	0.000100378062303309	0	3.91415470805445e-05	0.00047014420052831	0	0.000389078127216773	0	0	0.000543752699981934	0.00132258052752573	0.000273138360709335	0.00209434668545374	0.00321680270223976	0.00330688386896914	0.0371327661749986	0.0163975137028728	0.0211475762691529	0	0.000121622393949369	0.000133949009704488	0.0115136040529235	0.0107532542820991	0.00443245776408686	0	0.000183513191821093	0.000555863634799222	0.000657081952305883	0.000424481108746685	0.000366841746587907	0.00679923524181082	0.00786519699299793	0.00548108869286257	0	0	0	0.00106031938415226	0.00308167447463848	0.00433968664194184
aminoglycoside__aph(3')-IIb	0	0	0	0	6.65183196654908e-05	6.19152211134362e-05	0	7.26977358107422e-05	0	0	0	0	0	0	0	0	0	0	0	0.000501206848551595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aminoglycoside__aph(3')-V	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aminoglycoside__aph(3')-VII	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aminoglycoside__aph(4)-I	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.44038351999811e-05	0	0.000689953081595492	0	0.000118642968154407	0.000206691174517788	0.00181092697527159	0.00101001951561437	0.00104858715398392	0	0	0	0.000735386880283761	0.000881827224717481	9.25459358191402e-05	0.000400028181413537	0.000291712447002827	0.000594592998474984	5.77094251911324e-05	5.73659432407552e-05	0.0001937458439545	0.00439483849430751	0.00589495768027794	0.00503346029169292	0	0	0	0.000881849185680915	0.00191729969403762	0.00298212250344551
aminoglycoside__aph(6)-I	0.000456872290913963	0.000194806738546689	0.000345404219723486	0.000211910878381267	0.000136336306028074	0.00013404169617251	0	0.000319936982654736	3.33415417933315e-05	0.000300993791903895	0.000189710597413382	0.000155968405506237	3.89846262741758e-05	0	6.60495701621831e-05	0.000456824740666067	0	0	0.000687951491452772	0.000701018863729882	0.000693288275815501	0.00257864858443085	0.00429690723347502	0.00312577544583956	0.0463958991631921	0.0142659336284086	0.0154895336587223	0.00043011630511048	0.000266800427382994	0.000279901758438176	0.0115911364898394	0.0125546386462791	0.0071004245080432	0.000361571276731566	0.000493852425056609	0.000746058236880036	0.000238707989684248	0.000265415933717923	0.000209687320995133	0.00360557357154422	0.00743674008795536	0.00530879365192722	1.50666853386948e-05	0.000141355641045461	0.000209376875427371	0.000707901492952378	0.00225756138569113	0.00313607076740188
aminoglycoside__bifunctional aminoglycoside N-acetyltransferase and aminoglycoside phosphotransferase	0	0	0	7.18338094300398e-05	0	8.94905457568595e-05	0	0	0	0	7.20797343165643e-05	0	0	0	2.65129624586915e-05	0	0	0	0	5.68709104796467e-05	0	0	0	0.000192122202383739	7.75696515105669e-05	0.000320326207907604	0.000297468814590928	0	0	0	0	0.000281190037715177	0	6.74122008722674e-05	0	0	0	2.63302808924783e-05	0	0	0	0	4.73169410333999e-05	0	2.53235618766573e-05	0	0	0
aminoglycoside__rmtA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aminoglycoside__rmtB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aminoglycoside__rmtC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aminoglycoside__rmtD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aminoglycoside__rmtF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aminoglycoside__rmtG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aminoglycoside__streptomycin resistance protein	0	0	0	0	0	0	0	0	0	0	0	0	1.83384043119223e-05	0	0	0	0	0	0	0	0	0	0	0	9.9396672400345e-05	0	0	0	0	0	0	5.17130451790008e-05	0	0	0	0	0	0	4.37325134297296e-05	0	0	0	2.24165920045096e-05	0	0	0	0	0
aminoglycoside__streptothricin acetyltransferase	0	0	9.87596849103979e-05	0	0	0	0	0	0	0	9.04165167091059e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.17777265053049e-05	0	0	0	0	0	0.000128515479669532	0	0	0	0	0	8.36586339237368e-05	0
aminoglycoside__tunicamycin resistance protein	0	0	0	5.59337010754939e-05	0	0	0	0	0	0	0	0	1.57505482719658e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aminoglycoside__viomycin phosphotransferase	0	0	0	0	0	0	0	0	0	0	0	3.14736395588618e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	1.83169861906297e-05	0	0	0	0	0	0	0	5.24898117316865e-05	0	0	0	0	0	0	0	0	0	3.63707479624e-05	0	0	0	0
bacitracin__bacA	0.0170374356911218	0.0153999751610327	0.0141133993228602	0.0146890608628811	0.0157444218798318	0.0136674795106329	0.0163754421589361	0.0206038278734456	0.00397933496238037	0.014198882704772	0.0147592470679039	0.0155137852967716	0.00347475753165503	0.00360873743387095	0.00345120505456254	0.0138979217181683	0.0156309905123928	0.0131599033656984	0.0118900455644153	0.0158738949978241	0.015836304914185	0.0164563953679558	0.0170216367183996	0.0154672160027476	0.0306712606848936	0.0128079627005692	0.0214608295894006	0.0148326857737842	0.015134967639101	0.0148730055964252	0.0165994513688271	0.0164633859818895	0.0172480850541801	0.0156023837873064	0.0128001127023194	0.0126597336906823	0.003301528633183	0.00361883252867286	0.00388414130150537	0.0173187659381792	0.0148345711782135	0.0167003887546961	0.00448506041994191	0.0138729967426715	0.0162452633161749	0.00622220906300345	0.0154984393776905	0.0138668060128465
bacitracin__bcrA	0.000579385772499578	0.000499393745454767	0.000559427132486245	0.000244290109795947	0.000320723313827168	0.000245863112944879	0.000535828762893147	0.000444641956942119	8.18029296045401e-05	0.000409923688582274	0.000604037821131291	0.000441954226621577	0.000237515529074161	0.000112943398147349	0.000114426846234079	0.000486336925891682	0.000573645764614848	0.000275463347399318	0.000730528724944402	0.00050093497628402	0.000444440735197194	0.000505572065657739	0.000541017076646668	0.000399600489126891	0.000252114423776439	0.000113837447091184	0.000171550820252763	0.000242935844324728	0.000545207877033637	0.000721306771055963	0.000251079342298319	0.000325138890179674	0.00056196723795906	0.00032225540122364	0.000485680971014744	0.000254408915978785	0.000178892709902864	0.000120970450291492	9.12690230503564e-05	0.000486097367344212	0.000183033033731662	0.00045407515253565	0.000152034102004498	0.000227914271302488	0.000451421979331407	0.000195750003273165	0.000493569648261273	0.000419968931788295
bacitracin__bcrC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__ACT-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__ACT-13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__ACT-14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__ACT-16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__ACT-19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__ACT-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__ACT-20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__ACT-21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__ACT-23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__ACT-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__AER-1	6.34722062655223e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__BEL-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
